file_name,QuestionText,answer,confidence
outdoors ambient windy wind leaves rustle near airport plane hum.wav,How does the ground likely feel?,wet,Yes
outdoors ambient windy wind leaves rustle near airport plane hum.wav,How is the weather here?,rainy,Yes
outdoors ambient windy wind leaves rustle near airport plane hum.wav,How is the weather here?,raining,Yes
outdoors ambient windy wind leaves rustle near airport plane hum.wav,How is the weather here?,rainy,Maybe
05 hn_PittsPennLincoln.wav,How many vehicles can be heard?,two,No
05 hn_PittsPennLincoln.wav,How many vehicles can be heard?,ten,Yes
05 hn_PittsPennLincoln.wav,How many vehicles can be heard?,two,Maybe
underWater001.wav,How many times is this person washing the coffee mug ?,three,Maybe
underWater001.wav,How many times is this person washing the coffee mug ?,two,Maybe
underWater001.wav,How many times is this person washing the coffee mug ?,once,Maybe
Stream Honiton.wav,How many different types of birds are making noises ?,four,Maybe
Stream Honiton.wav,How many different types of birds are making noises ?,two,Yes
Stream Honiton.wav,How many different types of birds are making noises ?,five,Maybe
Walking along Highway.wav,How many steps did the person walking take?,forty,Maybe
Walking along Highway.wav,How many steps did the person walking take?,twenty,Yes
Walking along Highway.wav,How many steps did the person walking take?,forty,Maybe
Walking along Highway.wav,How many vehicles drive down the road?,three,Yes
Walking along Highway.wav,How many vehicles drive down the road?,three,Yes
Walking along Highway.wav,How many vehicles drive down the road?,three,Yes
walking_through_forest_2007_04_15.wav,How many steps are heard?,fourty,Yes
walking_through_forest_2007_04_15.wav,How many steps are heard?,walking,Yes
walking_through_forest_2007_04_15.wav,How many steps are heard?,forty,Maybe
41. hangers on rack.wav,How many times was there a thumping sound?,two,Maybe
41. hangers on rack.wav,How many times was there a thumping sound?,ten,Maybe
41. hangers on rack.wav,How many times was there a thumping sound?,three,Yes
sink3.wav,How many coffee mugs is this person washing ?,three,Yes
sink3.wav,How many coffee mugs is this person washing ?,one,Maybe
sink3.wav,How many coffee mugs is this person washing ?,one,Maybe
bridge.wav,How many times does a car honk?,zero,Yes
bridge.wav,How many times does a car honk?,drive,Yes
bridge.wav,How many times does a car honk?,three,Yes
FootstepsUpstairs.wav,How many times did the footsteps come to a complete stop for more than a couple of seconds?,one,Maybe
FootstepsUpstairs.wav,How many times did the footsteps come to a complete stop for more than a couple of seconds?,walking,Maybe
FootstepsUpstairs.wav,How many times did the footsteps come to a complete stop for more than a couple of seconds?,one,Maybe
Swifts.wav,How do the animals travel around?,walking,Maybe
Swifts.wav,How do the animals travel around?,flight,Maybe
Swifts.wav,How do the animals travel around?,flying,Yes
In Car Driving with Open Window.wav,How many cars passed on the race track ?,one,No
In Car Driving with Open Window.wav,How many cars passed on the race track ?,five,No
In Car Driving with Open Window.wav,How many cars passed on the race track ?,two,Maybe
shopping-cart-rattle.wav,How does the animal respond?,barking,Yes
shopping-cart-rattle.wav,How does the animal respond?,barking,Yes
shopping-cart-rattle.wav,How does the animal respond?,barking,Maybe
shopping-cart-rattle.wav,How many times does the dog bark?,two,Maybe
shopping-cart-rattle.wav,How many times does the dog bark?,two,Maybe
shopping-cart-rattle.wav,How many times does the dog bark?,two,Yes
train_leaving_oloron_sainte_marie.wav,How many times does the hammer bang?,two,Maybe
train_leaving_oloron_sainte_marie.wav,How many times does the hammer bang?,eight,Maybe
train_leaving_oloron_sainte_marie.wav,How many times does the hammer bang?,eight,Yes
Kitchen meal.wav,How many times is a microwave key punched?,five,Yes
Kitchen meal.wav,How many times is a microwave key punched?,five,Yes
Kitchen meal.wav,How many times is a microwave key punched?,five,Yes
20060129.marshes.03.wav,How do these kinds of creatures usually travel?,fly,Yes
20060129.marshes.03.wav,How do these kinds of creatures usually travel?,flying,Yes
20060129.marshes.03.wav,How do these kinds of creatures usually travel?,flying,Yes
Hydrophone_Newport Footbridge Fountains 06.wav,How many legs does the creature that makes a sound in the background have?,four,No
Hydrophone_Newport Footbridge Fountains 06.wav,How many legs does the creature that makes a sound in the background have?,two,Yes
Hydrophone_Newport Footbridge Fountains 06.wav,How many legs does the creature that makes a sound in the background have?,zero,Maybe
tram_enoshima.wav,How many times does the crossing signal make a ding sound?,twentyeight,No
tram_enoshima.wav,How many times does the crossing signal make a ding sound?,thirty,Maybe
tram_enoshima.wav,How many times does the crossing signal make a ding sound?,twentyeight,Yes
Grand Union Canal Kensal Green.wav,How many times does the softest chirping sound repeat?,seven,No
Grand Union Canal Kensal Green.wav,How many times does the softest chirping sound repeat?,three,No
Grand Union Canal Kensal Green.wav,How many times does the softest chirping sound repeat?,three,No
Pushing a metal fence.wav,How many times is the object hit?,sixteen,Yes
Pushing a metal fence.wav,How many times is the object hit?,seventeen,Maybe
Pushing a metal fence.wav,How many times is the object hit?,seventeen,Maybe
Carrer de Pons i Gallarza.wav,how many people are talking?,seven,Maybe
Carrer de Pons i Gallarza.wav,how many people are talking?,three,Maybe
Carrer de Pons i Gallarza.wav,how many people are talking?,four,Maybe
Insects 3 with dog.wav,How many insects are making noise?,four,No
Insects 3 with dog.wav,How many insects are making noise?,two,Maybe
Insects 3 with dog.wav,How many insects are making noise?,four,Maybe
Plastic Drawer Open and Close.wav,How many times is the paper stapled?,eight,Maybe
Plastic Drawer Open and Close.wav,How many times is the paper stapled?,eight,Maybe
Plastic Drawer Open and Close.wav,How many times is the paper stapled?,seven,No
thaitrain.wav,How many different people can be heard talking inside the train ?,one,Maybe
thaitrain.wav,How many different people can be heard talking inside the train ?,two,Maybe
thaitrain.wav,How many different people can be heard talking inside the train ?,three,No
knocking_hammering.wav,How many knocks are heard?,sound,Yes
knocking_hammering.wav,How many knocks are heard?,three,Yes
knocking_hammering.wav,How many knocks are heard?,thirtyfive,Yes
Underwater Noise restless 01 140704_0285.wav,How many human voices can be heard?,zero,Yes
Underwater Noise restless 01 140704_0285.wav,How many human voices can be heard?,none,Yes
Underwater Noise restless 01 140704_0285.wav,How many human voices can be heard?,zero,Yes
Water Splash 01.wav,How many splashes are there?,eight,Yes
Water Splash 01.wav,How many splashes are there?,eight,Yes
Water Splash 01.wav,How many splashes are there?,eight,Yes
swings.wav,How many times does the object go back and forth?,nineteen,Yes
swings.wav,How many times does the object go back and forth?,nineteen,Yes
swings.wav,How many times does the object go back and forth?,eleven,Yes
Eerie Shimmer.wav,How long is the sound?,long,Maybe
Eerie Shimmer.wav,How long is the sound?,seventeen,Maybe
Eerie Shimmer.wav,How long is the sound?,mike,Yes
threejackhammers.wav,How many times does the clicking change tone?,five,Yes
threejackhammers.wav,How many times does the clicking change tone?,four,Maybe
threejackhammers.wav,How many times does the clicking change tone?,alot,Yes
Finch.wav,How many times does the first bird start chirping?,two,Yes
Finch.wav,How many times does the first bird start chirping?,two,Yes
Finch.wav,How many times does the first bird start chirping?,two,Yes
marche1.wav,how many people are talking?,zero,Yes
marche1.wav,how many people are talking?,two,Yes
marche1.wav,how many people are talking?,two,Maybe
Durango-Silverton RR Dec 01 I 24 bit.wav,How many separate times does the whistle blow?,two,Maybe
Durango-Silverton RR Dec 01 I 24 bit.wav,How many separate times does the whistle blow?,three,Yes
Durango-Silverton RR Dec 01 I 24 bit.wav,How many separate times does the whistle blow?,three,Yes
Wall Clock Ticking.wav,How many times does the clock tick?,sixteen,Yes
Wall Clock Ticking.wav,How many times does the clock tick?,sixteen,Yes
Wall Clock Ticking.wav,How many times does the clock tick?,fifteen,Maybe
Cornflour Snow.wav,How many times is the squishing sound made?,twentyone,Yes
Cornflour Snow.wav,How many times is the squishing sound made?,twentyone,Maybe
Cornflour Snow.wav,How many times is the squishing sound made?,twenty,Yes
before-after remix of 147507__timmy-h123__sword-draw-02-.wav,How many beeps are there?,two,Yes
before-after remix of 147507__timmy-h123__sword-draw-02-.wav,How many beeps are there?,two,Yes
before-after remix of 147507__timmy-h123__sword-draw-02-.wav,How many beeps are there?,two,Yes
"swimming pool, night, street in background.wav",How is the weather?,rainy,Yes
"swimming pool, night, street in background.wav",How is the weather?,rainfall,Yes
"swimming pool, night, street in background.wav",How is the weather?,rainy,Yes
CamelTalk.wav,How many animals are making noise ?,one,Yes
CamelTalk.wav,How many animals are making noise ?,one,Yes
CamelTalk.wav,How many animals are making noise ?,two,Maybe
construction_rubber_mallet_01.wav,How many bangs are there?,twentyeight,Maybe
construction_rubber_mallet_01.wav,How many bangs are there?,thirty,Maybe
construction_rubber_mallet_01.wav,How many bangs are there?,twentyeight,Yes
bathroomSink2.wav,How many water taps are open ?,five,Maybe
bathroomSink2.wav,How many water taps are open ?,water,Maybe
bathroomSink2.wav,How many water taps are open ?,three,Maybe
BobKessler-Metal Bangs.wav,How many times does the door get hit?,six,Yes
BobKessler-Metal Bangs.wav,How many times does the door get hit?,six,Yes
BobKessler-Metal Bangs.wav,How many times does the door get hit?,six,Yes
Heat.pump.aquaculture.hatchery.wav,How many times does the motor start up?,one,Yes
Heat.pump.aquaculture.hatchery.wav,How many times does the motor start up?,one,Yes
Heat.pump.aquaculture.hatchery.wav,How many times does the motor start up?,once,Yes
footsteps_snow_mono_44_16.wav,How many footsteps are there?,twenty,Maybe
footsteps_snow_mono_44_16.wav,How many footsteps are there?,twenty,Maybe
footsteps_snow_mono_44_16.wav,How many footsteps are there?,twentyfour,Maybe
SD trolley.wav,How many footsteps does the person take?,ten,Maybe
SD trolley.wav,How many footsteps does the person take?,four,No
SD trolley.wav,How many footsteps does the person take?,two,No
Truck Brakes.wav,How many times does the vehicle rev up?,five,Yes
Truck Brakes.wav,How many times does the vehicle rev up?,five,Yes
Truck Brakes.wav,How many times does the vehicle rev up?,five,Yes
birds_oldmen_cafe.wav,How many voices can be heard?,three,Maybe
birds_oldmen_cafe.wav,How many voices can be heard?,two,Maybe
birds_oldmen_cafe.wav,How many voices can be heard?,two,Yes
Highway Ambience.wav,How many different types of vehicles drive by?,three,Maybe
Highway Ambience.wav,How many different types of vehicles drive by?,three,Yes
Highway Ambience.wav,How many different types of vehicles drive by?,three,Maybe
02668 stripwood noises.wav,How many times does an object reverberate against another object?,fifteen,Maybe
02668 stripwood noises.wav,How many times does an object reverberate against another object?,seven,Maybe
02668 stripwood noises.wav,How many times does an object reverberate against another object?,ten,Maybe
Metallic Lingo.wav,How many times is the metal object dropped?,five,Yes
Metallic Lingo.wav,How many times is the metal object dropped?,five,Maybe
Metallic Lingo.wav,How many times is the metal object dropped?,twenty,No
icy_road.wav,How many times is the horn honked?,four,Yes
icy_road.wav,How many times is the horn honked?,four,Yes
icy_road.wav,How many times is the horn honked?,one,Yes
noisy street.wav,How many different sounds can be heard?,five,Maybe
noisy street.wav,How many different sounds can be heard?,three,Maybe
noisy street.wav,How many different sounds can be heard?,five,Maybe
noisy street.wav,How many vehicles are in the area?,three,No
noisy street.wav,How many vehicles are in the area?,four,Yes
noisy street.wav,How many vehicles are in the area?,one,Maybe
College Hallway ambience.wav,Approximately how many people are there?,twelve,No
College Hallway ambience.wav,Approximately how many people are there?,ten,Maybe
College Hallway ambience.wav,Approximately how many people are there?,ten,No
MetalHitRattling.wav,How many times is the whacking sound of the tool heard?,eight,Maybe
MetalHitRattling.wav,How many times is the whacking sound of the tool heard?,eight,Yes
MetalHitRattling.wav,How many times is the whacking sound of the tool heard?,eight,Yes
Village road.wav,How many different dogs are there?,two,Yes
Village road.wav,How many different dogs are there?,two,Maybe
Village road.wav,How many different dogs are there?,one,Yes
Village road.wav,How many vehicles pass?,two,Yes
Village road.wav,How many vehicles pass?,two,Yes
Village road.wav,How many vehicles pass?,two,Maybe
bell_church.wav,how many times does the bell ring?,twentyseven,Yes
bell_church.wav,how many times does the bell ring?,thirty,Yes
bell_church.wav,how many times does the bell ring?,thirty,Maybe
breaking_small_window.wav,How do they break the items?,dropping,Maybe
breaking_small_window.wav,How do they break the items?,dropping,Yes
breaking_small_window.wav,How do they break the items?,dropping,No
breaking_small_window.wav,how many break sounds occur?,ten,Yes
breaking_small_window.wav,how many break sounds occur?,eight,Yes
breaking_small_window.wav,how many break sounds occur?,ten,Yes
ambient wind.wav,How many airplanes can be heard taking off ?,one,Yes
ambient wind.wav,How many airplanes can be heard taking off ?,one,Yes
ambient wind.wav,How many airplanes can be heard taking off ?,one,Maybe
ambient wind.wav,how many people are singing?,zero,Yes
ambient wind.wav,how many people are singing?,zero,Maybe
ambient wind.wav,how many people are singing?,none,Yes
Walking shingle beach.wav,How many steps does the person take?,twentysix,Maybe
Walking shingle beach.wav,How many steps does the person take?,twenty,Maybe
Walking shingle beach.wav,How many steps does the person take?,thirty,Yes
Galactic signal 3.wav,How many times does the air or wind sound cease?,zero,Yes
Galactic signal 3.wav,How many times does the air or wind sound cease?,zero,Maybe
Galactic signal 3.wav,How many times does the air or wind sound cease?,two,Yes
01 barreau bunker original.wav,How many ringing sounds are there?,five,Yes
01 barreau bunker original.wav,How many ringing sounds are there?,interested,Yes
01 barreau bunker original.wav,How many ringing sounds are there?,five,Yes
160170_Wind Blowing door_OWI.wav,How many times does the engine rev?,twice,Yes
160170_Wind Blowing door_OWI.wav,How many times does the engine rev?,one,Yes
160170_Wind Blowing door_OWI.wav,How many times does the engine rev?,ten,Maybe
Wood Steps.wav,How many individual knocks are made?,twentyseven,Maybe
Wood Steps.wav,How many individual knocks are made?,twentyfive,Maybe
Wood Steps.wav,How many individual knocks are made?,twenty,Yes
Marker on Board.wav,How many times does the writing start up?,three,Yes
Marker on Board.wav,How many times does the writing start up?,three,Yes
Marker on Board.wav,How many times does the writing start up?,three,Yes
Gate open and close.wav,How many different people were talking?,two,Maybe
Gate open and close.wav,How many different people were talking?,two,Yes
Gate open and close.wav,How many different people were talking?,two,Yes
B13h35m19s11jan2008.wav,how many times does the can get hit?,seven,Yes
B13h35m19s11jan2008.wav,how many times does the can get hit?,seven,Yes
B13h35m19s11jan2008.wav,how many times does the can get hit?,seven,Yes
airport_ambiance_01.wav,How many people are laughing ?,one,Maybe
airport_ambiance_01.wav,How many people are laughing ?,one,Yes
airport_ambiance_01.wav,How many people are laughing ?,one,Yes
Bird Song.wav,How many different engines can be heard for sure?,two,Maybe
Bird Song.wav,How many different engines can be heard for sure?,two,Maybe
Bird Song.wav,How many different engines can be heard for sure?,one,Yes
Pylone-dans-le-vent-Grenoble.wav,How many times does the engine hiss?,twice,Maybe
Pylone-dans-le-vent-Grenoble.wav,How many times does the engine hiss?,twice,Yes
Pylone-dans-le-vent-Grenoble.wav,How many times does the engine hiss?,three,No
Before-after remix of 117041__joedeshon__keys_in_ignition_warning.wav,how many sets of beeps are there?,two,Yes
Before-after remix of 117041__joedeshon__keys_in_ignition_warning.wav,how many sets of beeps are there?,twenty,No
Before-after remix of 117041__joedeshon__keys_in_ignition_warning.wav,how many sets of beeps are there?,two,Yes
"footsteps (snow, sand)_01.wav",how many footsteps are there?,waking,Yes
"footsteps (snow, sand)_01.wav",how many footsteps are there?,one,Maybe
"footsteps (snow, sand)_01.wav",how many footsteps are there?,thirty,Maybe
Walking On Snow.wav,How man steps can be heard?,fifty,Maybe
Walking On Snow.wav,How man steps can be heard?,three,Maybe
Walking On Snow.wav,How man steps can be heard?,twenty,Maybe
zipper.wav,How is the material fastened together?,lock,Yes
zipper.wav,How is the material fastened together?,lock,Yes
zipper.wav,How is the material fastened together?,lock,Yes
01 A pug struggles to breathe 1.14.2008.wav,How many times does the animal make a noise?,three,Maybe
01 A pug struggles to breathe 1.14.2008.wav,How many times does the animal make a noise?,six,Maybe
01 A pug struggles to breathe 1.14.2008.wav,How many times does the animal make a noise?,six,Yes
vieux fou #1.wav,How many times does the dog bark?,thirty,Yes
vieux fou #1.wav,How many times does the dog bark?,thirty,Maybe
vieux fou #1.wav,How many times does the dog bark?,twentyfive,Maybe
wastecollection.wav,How many times does the machine sound slow down and speed up again?,one,Yes
wastecollection.wav,How many times does the machine sound slow down and speed up again?,one,Yes
wastecollection.wav,How many times does the machine sound slow down and speed up again?,once,Yes
Microwave Door Open Close .wav,How many times does it squeek?,four,Maybe
Microwave Door Open Close .wav,How many times does it squeek?,two,Maybe
Microwave Door Open Close .wav,How many times does it squeek?,four,Yes
Diving Bell 1.wav,How many rings did the bell sound?,one,Yes
Diving Bell 1.wav,How many rings did the bell sound?,one,Yes
Diving Bell 1.wav,How many rings did the bell sound?,one,Yes
Thunder.wav,How many times can the thunder be heard?,two,Maybe
Thunder.wav,How many times can the thunder be heard?,two,Yes
Thunder.wav,How many times can the thunder be heard?,one,No
Paper Unfurl.wav,How many pages have been flipped through?,twenty,Yes
Paper Unfurl.wav,How many pages have been flipped through?,twenty,Maybe
Paper Unfurl.wav,How many pages have been flipped through?,thirteen,Maybe
Motorbike.wav,How many different vehicles are there?,two,Maybe
Motorbike.wav,How many different vehicles are there?,three,Maybe
Motorbike.wav,How many different vehicles are there?,one,Maybe
TOILET FLUSH 2.wav,How many times does the man announce he's going to flush the toilet?,one,Yes
TOILET FLUSH 2.wav,How many times does the man announce he's going to flush the toilet?,one,Yes
TOILET FLUSH 2.wav,How many times does the man announce he's going to flush the toilet?,one,Yes
Metal Bend.wav,How many people are snoring ?,zero,Yes
Metal Bend.wav,How many people are snoring ?,two,Yes
Metal Bend.wav,How many people are snoring ?,one,Yes
Metal Bend.wav,How many times does the scraping sound happen?,nine,Yes
Metal Bend.wav,How many times does the scraping sound happen?,nine,Yes
Metal Bend.wav,How many times does the scraping sound happen?,nine,Yes
crickets Isolated songs 130322_00.wav,how many chirps take place?,twenty,Maybe
crickets Isolated songs 130322_00.wav,how many chirps take place?,fifty,Maybe
crickets Isolated songs 130322_00.wav,how many chirps take place?,thirtyeight,Maybe
20090619.air.conditioner.wav,How many engines are running?,two,Yes
20090619.air.conditioner.wav,How many engines are running?,one,Yes
20090619.air.conditioner.wav,How many engines are running?,one,Yes
20090619.air.conditioner.wav,How many times is this sound interrupted?,none,Yes
20090619.air.conditioner.wav,How many times is this sound interrupted?,zero,Yes
20090619.air.conditioner.wav,How many times is this sound interrupted?,zero,Yes
Ambience - General Farm - 96kHz.wav,How many farm animals are present?,two,Maybe
Ambience - General Farm - 96kHz.wav,How many farm animals are present?,two,Maybe
Ambience - General Farm - 96kHz.wav,How many farm animals are present?,two,Maybe
RG Railing Ring.wav,How many times is the instrument struck?,good,Yes
RG Railing Ring.wav,How many times is the instrument struck?,three,Maybe
RG Railing Ring.wav,How many times is the instrument struck?,one,Yes
Diesel Engines Approaching Cajon Pass.wav,How many times does the locomotive sound it's horn ?,two,Yes
Diesel Engines Approaching Cajon Pass.wav,How many times does the locomotive sound it's horn ?,two,Yes
Diesel Engines Approaching Cajon Pass.wav,How many times does the locomotive sound it's horn ?,two,Yes
Box opened.wav,How many people are talking?,none,Yes
Box opened.wav,How many people are talking?,zero,Maybe
Box opened.wav,How many people are talking?,zero,Yes
Blowing on Microphone.wav,How many people are making the sound?,one,Maybe
Blowing on Microphone.wav,How many people are making the sound?,one,Yes
Blowing on Microphone.wav,How many people are making the sound?,one,Maybe
"traffic medium throaty cars trucks mopeds Havana, Cuba 2008.wav",How many times does a horn honk?,once,Maybe
"traffic medium throaty cars trucks mopeds Havana, Cuba 2008.wav",How many times does a horn honk?,ten,Maybe
"traffic medium throaty cars trucks mopeds Havana, Cuba 2008.wav",How many times does a horn honk?,zero,Yes
rain.gutter.wav,How severe is the rain?,light,Yes
rain.gutter.wav,How severe is the rain?,light,Yes
rain.gutter.wav,How severe is the rain?,mild,Maybe
Foley Footsteps - with processing.wav,How many steps does the person take?,seven,Yes
Foley Footsteps - with processing.wav,How many steps does the person take?,six,Yes
Foley Footsteps - with processing.wav,How many steps does the person take?,seven,Yes
Foley Footsteps - with processing.wav,How many times does this person breath out audibly?,three,Yes
Foley Footsteps - with processing.wav,How many times does this person breath out audibly?,five,Maybe
Foley Footsteps - with processing.wav,How many times does this person breath out audibly?,four,Maybe
Binding my thesis.wav,How many times does the machine make a noise?,five,Yes
Binding my thesis.wav,How many times does the machine make a noise?,three,Yes
Binding my thesis.wav,How many times does the machine make a noise?,seven,Yes
Bathtub_water-gentle-swish.wav,How many separate splashes are there?,seven,Yes
Bathtub_water-gentle-swish.wav,How many separate splashes are there?,seven,Maybe
Bathtub_water-gentle-swish.wav,How many separate splashes are there?,seven,Maybe
20101121.sanlucar.market.wav,How many people  can be hear speaking?,three,Maybe
20101121.sanlucar.market.wav,How many people  can be hear speaking?,five,Yes
20101121.sanlucar.market.wav,How many people  can be hear speaking?,many,Maybe
Noise Monster 7.wav,How many animals are growling?,two,Yes
Noise Monster 7.wav,How many animals are growling?,two,Maybe
Noise Monster 7.wav,How many animals are growling?,two,Maybe
GuardDog1.wav,How many times does the dog bark?,twenty,Maybe
GuardDog1.wav,How many times does the dog bark?,twenty,Maybe
GuardDog1.wav,How many times does the dog bark?,sixteen,Maybe
Trevi noon.wav,how many barks are there?,twelve,Maybe
Trevi noon.wav,how many barks are there?,eleven,Yes
Trevi noon.wav,how many barks are there?,twelve,Yes
medium clap.wav,How many people total spoke a full sentence?,four,Maybe
medium clap.wav,How many people total spoke a full sentence?,thirteen,Yes
medium clap.wav,How many people total spoke a full sentence?,two,No
"Metal pole, dropping, set down, metal ring.wav",does the metal change in how it is hitting a surface?,yes,yes
"Metal pole, dropping, set down, metal ring.wav",does the metal change in how it is hitting a surface?,yes,yes
"Metal pole, dropping, set down, metal ring.wav",does the metal change in how it is hitting a surface?,yes,yes
"Metal pole, dropping, set down, metal ring.wav",how many times does the metal piece collide with a surface?,five,Yes
"Metal pole, dropping, set down, metal ring.wav",how many times does the metal piece collide with a surface?,ten,Maybe
"Metal pole, dropping, set down, metal ring.wav",how many times does the metal piece collide with a surface?,eleven,Maybe
snowSteps.wav,How many people are making sound?,one,Maybe
snowSteps.wav,How many people are making sound?,five,Maybe
snowSteps.wav,How many people are making sound?,one,Yes
Atmosphere - City Fountain (Loop).wav,How is the weather here?,rainy,Yes
Atmosphere - City Fountain (Loop).wav,How is the weather here?,winter,Yes
Atmosphere - City Fountain (Loop).wav,How is the weather here?,rainy,Yes
airplane01.wav,How big is the object making the noise?,big,Yes
airplane01.wav,How big is the object making the noise?,big,Yes
airplane01.wav,How big is the object making the noise?,airplane,Yes
windy porch morning B.wav,How many times does a bird chirp?,twentytwo,Maybe
windy porch morning B.wav,How many times does a bird chirp?,thirty,No
windy porch morning B.wav,How many times does a bird chirp?,continuously,Maybe
Kitchen fan.wav,How many consistent different sounds are being made?,many,Yes
Kitchen fan.wav,How many consistent different sounds are being made?,one,Yes
Kitchen fan.wav,How many consistent different sounds are being made?,three,Maybe
in Park.wav,How many people can be heard clearly talking ?,two,No
in Park.wav,How many people can be heard clearly talking ?,seven,Maybe
in Park.wav,How many people can be heard clearly talking ?,two,Maybe
R05_0526.wav,How many beeps are heard?,two,Yes
R05_0526.wav,How many beeps are heard?,two,Maybe
R05_0526.wav,How many beeps are heard?,two,Yes
CreakingNoise.wav,How many times is the breathing sounds made?,ten,Yes
CreakingNoise.wav,How many times is the breathing sounds made?,one,No
CreakingNoise.wav,How many times is the breathing sounds made?,six,Maybe
microwave_sounds.wav,How many times does the machine beep?,five,Yes
microwave_sounds.wav,How many times does the machine beep?,five,Yes
microwave_sounds.wav,How many times does the machine beep?,five,Yes
20100307.subway.train.wav,How many times did  horn blow?,one,Yes
20100307.subway.train.wav,How many times did  horn blow?,continuously,Maybe
20100307.subway.train.wav,How many times did  horn blow?,two,No
water splash and flounder about in a puddle.wav,How many splashes are there?,twenty,Maybe
water splash and flounder about in a puddle.wav,How many splashes are there?,five,Maybe
water splash and flounder about in a puddle.wav,How many splashes are there?,sixteen,Yes
Collob church bells 2.wav,How many times does the bell ring?,eighteen,Yes
Collob church bells 2.wav,How many times does the bell ring?,sixteen,Maybe
Collob church bells 2.wav,How many times does the bell ring?,eighteen,Yes
writing_pencil_2.wav,how is the writing utensil being used?,rapidly,Maybe
writing_pencil_2.wav,how is the writing utensil being used?,writing,Yes
writing_pencil_2.wav,how is the writing utensil being used?,scribbling,Maybe
rain_session_thunder2_2006.wav,How many cracks of thunder are there?,two,Yes
rain_session_thunder2_2006.wav,How many cracks of thunder are there?,two,Yes
rain_session_thunder2_2006.wav,How many cracks of thunder are there?,three,Maybe
crunchy_steps.wav,How many boxes is this person breaking down ?,two,No
crunchy_steps.wav,How many boxes is this person breaking down ?,one,Maybe
crunchy_steps.wav,How many boxes is this person breaking down ?,eighteen,Maybe
gentle village sounds ed 1f.wav,How many children can be heard clearly?,one,Yes
gentle village sounds ed 1f.wav,How many children can be heard clearly?,three,Maybe
gentle village sounds ed 1f.wav,How many children can be heard clearly?,three,Yes
Clinking Glasses.wav,How many clinking sounds are there in total?,twenty,Yes
Clinking Glasses.wav,How many clinking sounds are there in total?,thirty,Maybe
Clinking Glasses.wav,How many clinking sounds are there in total?,thirty,No
birds_stereo.wav,How many different birds can be heard?,two,Yes
birds_stereo.wav,How many different birds can be heard?,two,Maybe
birds_stereo.wav,How many different birds can be heard?,four,Maybe
150209 Trevor Webb Air Cyclinder.wav,How many settings for the power tool are there?,three,Maybe
150209 Trevor Webb Air Cyclinder.wav,How many settings for the power tool are there?,cooker,Yes
150209 Trevor Webb Air Cyclinder.wav,How many settings for the power tool are there?,two,Maybe
150209 Trevor Webb Air Cyclinder.wav,how many times is the item started up?,one,Yes
150209 Trevor Webb Air Cyclinder.wav,how many times is the item started up?,six,Maybe
150209 Trevor Webb Air Cyclinder.wav,how many times is the item started up?,six,Yes
Movements in the Water.wav,How many times does this person wash and rinse the cup ?,four,Maybe
Movements in the Water.wav,How many times does this person wash and rinse the cup ?,three,Maybe
Movements in the Water.wav,How many times does this person wash and rinse the cup ?,one,Maybe
Movements in the Water.wav,How many words are spoken by a person?,zero,Yes
Movements in the Water.wav,How many words are spoken by a person?,zero,Maybe
Movements in the Water.wav,How many words are spoken by a person?,none,Yes
20070406.car.engine.00.wav,How many times did it take to start the engine?,twice,Yes
20070406.car.engine.00.wav,How many times did it take to start the engine?,one,Yes
20070406.car.engine.00.wav,How many times did it take to start the engine?,one,Yes
cornflake.wav,How many times does the sound repeat?,seven,Yes
cornflake.wav,How many times does the sound repeat?,seven,Yes
cornflake.wav,How many times does the sound repeat?,seven,Yes
Turning Pages.wav,How many pages are snapped?,eleven,Yes
Turning Pages.wav,How many pages are snapped?,nine,Maybe
Turning Pages.wav,How many pages are snapped?,twelve,Maybe
RowanMagennis_160019_SD100_PageTurning.wav,how many times is a page turned?,six,Yes
RowanMagennis_160019_SD100_PageTurning.wav,how many times is a page turned?,four,Maybe
RowanMagennis_160019_SD100_PageTurning.wav,how many times is a page turned?,six,Maybe
0232 Street_birds_2.wav,How many loud bangs are there?,one,Yes
0232 Street_birds_2.wav,How many loud bangs are there?,one,Yes
0232 Street_birds_2.wav,How many loud bangs are there?,one,Yes
0232 Street_birds_2.wav,How many times did horn blow?,three,Maybe
0232 Street_birds_2.wav,How many times did horn blow?,none,Maybe
0232 Street_birds_2.wav,How many times did horn blow?,zero,Yes
pages turning.wav,How many cards has the person flipped through?,many,Maybe
pages turning.wav,How many cards has the person flipped through?,fifty,Yes
pages turning.wav,How many cards has the person flipped through?,five,Maybe
Playing With Tin Foil.wav,How many objects are making noise?,three,Maybe
Playing With Tin Foil.wav,How many objects are making noise?,footsteps,Maybe
Playing With Tin Foil.wav,How many objects are making noise?,four,Maybe
Playing With Tin Foil.wav,How many people are making noise?,two,Maybe
Playing With Tin Foil.wav,How many people are making noise?,two,Maybe
Playing With Tin Foil.wav,How many people are making noise?,one,Maybe
London Street.wav,How many people are talking?,four,Yes
London Street.wav,How many people are talking?,two,No
London Street.wav,How many people are talking?,two,Yes
wind&amp;chimes.wav,How is the weather?,windy,Yes
wind&amp;chimes.wav,How is the weather?,windy,Yes
wind&amp;chimes.wav,How is the weather?,windy,Yes
wind&amp;chimes.wav,How many beeps are there?,nine,Maybe
wind&amp;chimes.wav,How many beeps are there?,ten,Maybe
